SUBJECT.NAME	Biochem.Albumin	Biochem.ALP	Biochem.ALT	Biochem.AST	Biochem.Calcium	Biochem.Chloride	Biochem.Creatinine	Biochem.Glucose	Biochem.HDL	Biochem.LDL	Biochem.Phosphorous	Biochem.Potassium	Biochem.Sodium	Biochem.Tot.Cholesterol	Biochem.Tot.Protein	Biochem.Triglycerides	Biochem.Urea	EndNormalBW	Date.StudyDay	Date.Season	Date.Month	Date.Year	Family	GENDER	Age	CageDensity	Litter
A084270338	27.3	45	14	109	1.87	94	NA	8.8	1.66	0.3	2.3	NA	129	3.07	48.2	0.85	4.5	33.5	557	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	M	72	6	4
A084270578	24.4	145	16	73	1.79	91	18	5.5	1.54	0.24	NA	NA	122	2.9	44.5	0.64	7.3	25.5	565	summer	8	2004	6.30:F4.5(1) 6.30:G4.5(1)	M	71	5	1
A084270587	31	115	32	185	1.94	93	NA	7.78	1.08	0.26	2.45	NA	127	2.39	49.8	0.11	7	20.3	585	summer	8	2004	E5.5:H5.4(3) E5.5:D5.4(5)	F	71	5	1
A084270589	27.7	140	20	69	1.98	92	NA	13.28	1.36	0.73	NA	NA	125	2.75	47.9	0.28	7.9	21.4	593	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	F	75	4	4
A084270617	21.7	93	14	60	1.65	84	NA	8.61	0.89	0.3	2.17	NA	117	1.88	38.7	0.6	6	20.4	600	autumn	9	2004	6.18:B3.5(4) 6.18:C3.5(5)	M	75	5	1
A084270629	28.5	108	32	115	2.1	103	18	11.01	NA	0.53	NA	NA	138	3.94	54.2	0.33	6	27	558	summer	7	2004	UnknownFather2 UnknownMother2	M	72	4	1
A084270774	25.3	109	29	69	1.98	94	18	10.96	NA	0.36	2.07	NA	131	2.92	47.8	1.02	6	26	571	summer	8	2004	6.5:E1.5(6) 6.5:F1.5(6)	M	74	6	1
A084270781	26.2	105	52	360	1.63	97	NA	6.53	1.37	0.39	2.5	NA	130	2.8	44.3	NA	11	18.8	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	F	72	5	2
A084270895	30.6	98	26	84	1.99	92	18	12.72	2.06	0.6	2.47	NA	128	4.04	55.6	0.41	7.4	28.9	551	summer	7	2004	D1.5:G1.4(3) D1.5:C5.4(6)	F	69	4	NA
A084271009	26.1	86	24	69	2.07	99	18	9.23	1.5	0.58	1.99	NA	133	3.01	48.1	0.58	6.9	26.5	586	summer	8	2004	E5.5:H5.4(3) E5.5:D5.4(5)	M	72	4	1
A084271039	30.1	87	13	121	1.7	84	NA	5.1	NA	NA	2.22	NA	117	NA	46.9	NA	9.6	21.5	606	autumn	9	2004	6.17:A3.5(4) 6.17:B3.5(4)	F	78	6	1
A084271049	27.4	126	21	112	1.75	91	NA	6.76	1.11	0.46	1.99	NA	122	2.44	47.8	0.13	8.2	21.2	579	summer	8	2004	UnknownFather2 UnknownMother2	F	71	5	2
A084271063	NA	NA	27	255	1.57	82	NA	6.5	0.78	NA	2.2	NA	114	2.99	38.9	0.52	8.5	24.4	579	summer	8	2004	6.34:B5.5(1) 6.34:C5.5(1)	M	75	5	1
A084271100	NA	83	NA	NA	1.69	95	NA	5.43	0.68	0.31	2.66	NA	124	2.1	NA	0.37	6.1	24	586	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	5	5
A084271110	27.3	95	18	93	1.94	88	NA	6.3	NA	0.32	NA	NA	124	3.27	49.5	0.42	7.1	29.5	536	summer	7	2004	F5.4:A4.3(6) F5.4:E5.3(5)	M	72	4	2
A084271126	NA	101	15	363	NA	76	NA	8.81	NA	0.53	2.68	NA	106	2.02	NA	0.36	5.5	23.8	586	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	5	5
A084271292	33.9	109	29	189	1.85	89	NA	3.67	0.83	0.5	NA	NA	118	3.02	52.7	0.2	12.7	24.2	606	autumn	9	2004	6.17:A3.5(4) 6.17:B3.5(4)	F	78	6	1
A084271347	31.3	121	35	149	1.98	95	21	10.18	1.7	0.63	1.9	NA	129	3.69	54.1	0.19	7.4	23.3	523	summer	6	2004	E1.5:H1.4(4) E1.5:D3.4(2)	F	72	4	3
A084271369	22.8	85	19	NA	2.1	92	19	NA	1.48	0.32	2.27	NA	128	2.42	42.8	1.03	6.5	28.1	600	autumn	9	2004	6.18:B3.5(4) 6.18:C3.5(5)	M	75	5	1
A084271372	25.5	110	29	67	1.98	92	17	10.78	1.82	0.38	NA	NA	129	3	48	1.03	6.2	32.7	571	summer	8	2004	6.5:E1.5(6) 6.5:F1.5(6)	M	74	6	1
A084271374	31.8	104	30	114	2.05	91	NA	12.52	2.1	0.55	2.1	NA	125	4.29	53.4	0.45	6.7	22.6	551	summer	7	2004	G4.5:B5.4(4) G4.5:F5.4(4)	F	70	6	2
A084271526	32	116	17	139	1.9	87	21	9.82	NA	0.68	2.74	NA	122	3.38	52.1	NA	6.3	18.9	509	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	F	72	6	1
A084271536	24.5	89	30	82	1.94	87	18	13.2	2.02	0.43	NA	NA	125	3.47	47.5	1.07	4.3	32	572	summer	8	2004	C2.5:F1.4(5) C2.5:B2.4(4)	M	72	6	5
A084271554	26.1	106	21	88	1.95	93	21	12.21	1.7	0.36	2.5	NA	130	3.15	47.1	0.53	8.6	29.4	543	summer	7	2004	D3.5:G4.4(2) D3.5:C4.4(3)	M	71	4	3
A084271571	28.3	99	28	81	1.97	93	NA	10.71	1.38	0.4	2.74	NA	127	2.86	48.8	0.15	8.1	19.9	516	summer	6	2004	F2.5:A4.4(2) F2.5:E2.4(4)	F	71	4	2
A084271577	27.6	145	33	186	1.8	93	NA	3.81	1.15	0.44	NA	NA	124	2.82	48.1	0.55	7.9	22.1	564	summer	8	2004	D3.5:G4.4(2) D3.5:C4.4(3)	F	69	6	4
A084271579	NA	94	NA	NA	1.87	89	26	9.76	0.65	NA	NA	NA	119	4.96	NA	NA	NA	24.2	509	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	F	72	6	1
A084271613	27.3	103	36	144	1.86	85	NA	9.81	1.96	0.55	2.07	NA	118	3.99	49.3	0.38	4.6	27.8	557	summer	7	2004	H4.5:C5.4(3) H4.5:G4.4(3)	M	70	4	3
A084271615	31	125	24	113	1.96	90	NA	9.65	1.42	0.45	2.56	NA	126	3.08	51.4	NA	10.6	22.9	585	summer	8	2004	A2.5:D2.4(4) A2.5:H3.4(2)	F	70	3	4
A084271633	28.4	80	24	90	2.02	91	NA	7.9	1.37	0.38	2.85	NA	125	2.93	48.7	0.49	6.2	23.2	606	autumn	9	2004	6.14:F2.5(4) 6.14:G2.5(4)	F	78	4	1
A084271786	24.7	173	34	74	1.85	92	NA	8.71	1.34	0.22	2.45	NA	121	2.45	46.2	1.36	7.1	28.7	606	autumn	9	2004	6.2:B1.5(8) 6.2:C4.5(3)	M	75	4	1
A084271822	31.3	76	28	87	2.05	93	22	9.55	2.13	0.52	NA	NA	128	4.59	56.9	0.43	6	23	522	summer	6	2004	C2.5:F1.4(5) C2.5:B2.4(4)	M	77	4	4
A084271826	27.7	96	24	92	2.15	102	22	10.77	1.88	0.42	1.98	NA	138	3.29	51.8	0.74	7	29.1	508	summer	6	2004	C3.5:F3.4(3) C3.5:B4.4(2)	M	70	5	2
A084271831	21.7	52	NA	274	1.88	93	NA	7.79	0.88	0.81	2.59	NA	134	2.7	41.7	0.75	8.2	25.8	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	M	73	6	2
A084271851	26.3	105	14	70	2.01	95	NA	7.37	0.88	0.37	NA	NA	128	2	47.2	0.17	7.6	21.2	516	summer	6	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	4	3
A084271874	24.6	120	12	61	1.93	92	18	7.59	1.68	0.27	2.18	NA	122	2.84	44.2	1.2	7.1	23.7	529	summer	7	2004	G1.5:B5.4(5) G1.5:F5.4(5)	M	70	4	2
A084271877	31.7	88	NA	NA	2.05	91	19	9.77	1.58	0.65	2.85	NA	127	4.01	57.2	0.53	6.4	27.4	508	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	M	71	4	1
A084271878	33.9	106	NA	187	1.8	90	21	10.33	0.77	0.49	2.69	NA	120	3.67	53.3	NA	6.2	18.7	509	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	F	72	6	1
A084271879	32.8	163	30	86	2.35	102	26	NA	1.97	0.72	2.48	NA	143	4.24	NA	0.96	6.7	30.2	508	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	73	7	3
A084279514	27.9	85	24	82	1.92	90	19	NA	NA	0.5	2.29	NA	123	4.11	51.2	0.23	4.8	29.6	572	summer	8	2004	C2.5:F1.4(5) C2.5:B2.4(4)	M	72	6	5
A084279523	26.7	138	23	68	2.15	97	19	NA	1.2	0.41	NA	NA	133	2.29	45.7	0.32	5.1	22.4	516	summer	6	2004	F2.5:A4.4(2) F2.5:E2.4(4)	F	71	4	2
A084279557	28.9	74	23	102	1.86	90	18	10.28	1.38	0.44	2.3	NA	123	3.85	51.9	0.27	5.8	30.4	572	summer	8	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	72	4	3
A084279561	27.9	137	20	78	1.99	93	NA	4.97	1.23	0.36	2.07	NA	129	2.35	48.6	0.16	5.7	22.3	565	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	6	4
A084279567	30.9	112	19	98	2.11	95	21	7.32	1.53	0.35	NA	NA	129	3.1	52.4	0.32	7.1	24.2	529	summer	7	2004	E4.5:H5.4(2) E4.5:D5.4(3)	F	72	4	2
A084279591	33.8	89	NA	NA	1.71	88	21	5.14	NA	0.49	2.7	NA	114	4.27	54.5	NA	7.1	19.4	509	summer	6	2004	C5.5:F5.4(4) C5.5:B5.4(4)	F	71	4	1
A084279596	32.4	121	NA	115	1.85	89	NA	8.95	1.37	0.57	2.5	NA	124	3.9	56.4	0.28	7	25.5	578	summer	8	2004	6.13:E2.5(4) 6.13:F2.5(4)	M	74	5	1
A084279598	24.7	93	21	60	1.91	95	18	9.47	1.77	0.41	1.76	NA	127	3.08	46.5	0.93	6.2	27.1	571	summer	8	2004	6.5:E1.5(6) 6.5:F1.5(6)	M	74	6	1
A084279622	27.8	110	34	73	2.13	100	NA	11	1.86	0.39	2.44	NA	133	3.16	49	0.74	7.3	23.3	592	autumn	9	2004	G5.5:B5.4(5) G5.5:F4.4(6)	M	71	4	3
A084279770	28.3	131	20	68	2.11	96	NA	9.11	1.69	0.5	2.38	NA	132	3.11	51	0.27	9.1	26.2	592	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	M	74	5	4
A084279806	25	79	21	92	1.89	95	19	9.02	1.71	0.26	NA	NA	128	2.95	45.1	0.21	9	26.4	536	summer	7	2004	E3.5:H4.4(2) E3.5:D3.4(4)	M	70	4	2
A084279842	23.8	168	14	194	1.77	94	18	4.78	1.19	0.26	2.15	6.3	128	1.84	43.4	0.35	7	18.2	564	summer	8	2004	D3.5:G4.4(2) D3.5:C4.4(3)	F	69	6	4
A084279851	31.2	104	19	112	1.85	94	18	5.77	NA	0.36	NA	NA	126	3.2	51.1	NA	10.5	23.5	537	summer	7	2004	E3.5:H4.4(2) E3.5:D3.4(4)	F	70	6	2
A084280034	26.7	93	9	78	1.98	96	NA	9.84	1.08	0.31	2.29	NA	131	2.16	45.2	0.24	8.3	24.8	572	summer	8	2004	6.36:D5.5(1) 6.36:E5.5(1)	F	73	6	1
A084280038	27.9	101	20	75	1.98	98	19	11.51	1.88	0.58	2.14	NA	135	3.52	50.9	0.59	9	31.5	578	summer	8	2004	6.13:E2.5(4) 6.13:F2.5(4)	M	74	5	1
A084280051	27.9	148	22	75	2.03	95	19	6.66	NA	0.38	2.82	NA	129	3.63	50.9	0.4	6.4	34.9	515	summer	6	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	71	5	2
A084280063	30.3	148	51	164	2.11	97	22	13.43	1.71	0.5	1.95	NA	132	3.34	54.4	0.53	6.9	27.2	508	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	M	71	4	1
A084280066	27.6	117	15	97	2.01	89	18	5.73	2.05	0.43	3.11	NA	122	3.63	50	0.39	7.8	25.2	501	summer	6	2004	H4.5:C5.4(3) H4.5:G4.4(3)	M	77	5	1
A084280069	33.7	154	42	97	NA	116	24	14	2.77	0.68	3.07	NA	NA	4.64	NA	0.92	12.2	32.1	508	summer	6	2004	C3.5:F3.4(3) C3.5:B4.4(2)	M	70	5	2
A084280071	28.6	169	26	85	1.94	96	18	7.96	1.27	0.53	2.47	NA	131	3.06	51.6	1.05	7.8	29.5	522	summer	6	2004	B4.5:E2.4(6) B4.5:A5.4(2)	M	73	4	2
A084280094	27.9	125	28	88	2.21	105	21	12.63	2.12	0.44	2.19	NA	140	3.22	49	1	7.8	29.2	578	summer	8	2004	6.6:F1.5(6) 6.6:G1.5(1)	M	74	5	1
A084280119	25.2	121	14	81	1.86	101	18	7.64	1.55	0.36	NA	NA	135	2.62	43.4	0.32	10.8	17.4	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	F	72	5	2
A084280124	26.9	115	45	352	1.76	90	NA	9.2	0.56	0.21	2.53	NA	121	2.11	41.8	NA	6.4	18.8	586	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	70	6	5
A084280262	30.2	174	11	172	1.69	84	NA	4.02	1.03	0.58	3.1	NA	114	3.42	50.7	0.12	6.9	21.1	564	summer	8	2004	D3.5:G4.4(2) D3.5:C4.4(3)	F	69	6	4
A084280270	28.6	158	35	152	2.16	97	21	8.7	1.77	0.35	2.63	NA	136	3.07	52.4	0.46	6.6	23	522	summer	6	2004	C2.5:F1.4(5) C2.5:B2.4(4)	M	77	4	4
A084280274	28.3	125	20	70	2.1	98	19	12.16	NA	0.27	NA	NA	136	2.48	49.8	0.67	6.4	26.2	537	summer	7	2004	E3.5:H4.4(2) E3.5:D3.4(4)	M	70	6	2
A084280275	29	110	21	104	1.89	88	NA	6	1.28	0.47	NA	NA	124	3.02	48.2	NA	9	21.7	544	summer	7	2004	A1.6:D2.5(2) A1.6:H1.5(4)	F	73	4	1
A084280285	27.6	115	20	89	1.94	95	NA	7.45	1.6	0.48	2.11	NA	132	2.94	49.5	0.13	8.1	24	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	F	72	5	2
A084280329	25.5	109	19	80	1.96	94	19	7.38	1.76	0.46	2.73	NA	129	3.26	48.3	0.45	8.9	30.7	543	summer	7	2004	D3.5:G4.4(2) D3.5:C4.4(3)	M	71	4	3
A084280342	31.8	126	30	104	2.13	89	NA	11.2	2.14	0.4	1.92	NA	126	3.64	56	0.89	5.8	24.6	593	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	F	75	4	4
A084280362	24.4	77	NA	155	1.86	88	21	8.2	2.2	0.67	NA	NA	121	4.2	47.9	0.98	9.3	26.1	501	summer	6	2004	H4.5:C5.4(3) H4.5:G4.4(3)	M	77	5	1
A084280534	NA	61	10	NA	1.72	84	NA	7.19	NA	NA	2.34	NA	115	NA	48.5	NA	5.8	22.6	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	F	73	4	2
A084280536	30.6	135	26	127	2.05	91	NA	6.01	NA	0.42	NA	NA	120	3.09	51.8	0.41	7.6	21.9	579	summer	8	2004	UnknownFather2 UnknownMother2	F	71	5	2
A084280554	27.5	115	15	94	1.87	85	NA	7.67	1.17	0.55	3.21	NA	115	2.79	46.5	0.41	7.5	19.9	571	summer	8	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	70	6	2
A084280565	30.9	150	27	133	1.76	94	17	7.13	1.69	0.4	NA	NA	126	3.29	49.9	0.13	9.9	19	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	F	72	5	2
A084280571	28.6	119	28	90	1.94	92	NA	10.7	1.21	0.76	2.24	NA	126	2.99	47	NA	6	23.5	544	summer	7	2004	A1.6:D2.5(2) A1.6:H1.5(4)	F	73	4	1
A084280574	33	88	22	75	2.35	111	24	13.99	1.71	0.38	2.97	NA	148	3.45	59.5	0.38	10.4	33.9	536	summer	7	2004	B1.6:E2.5(3) B1.6:A2.5(2)	M	72	4	1
A084280601	25.7	99	18	89	1.98	101	NA	8.23	2	0.35	2.72	NA	136	3.33	46.6	0.97	7.1	30.7	NA	NA	NA	NA	6.6:F1.5(6) 6.6:G1.5(1)	M	74	5	1
A084280614	32	180	27	97	2.2	100	21	8.38	2	0.56	NA	NA	137	4.45	59.2	0.31	7.8	29.8	508	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	73	7	3
A084280619	27.4	100	25	84	2.05	85	NA	11.25	NA	0.39	NA	NA	120	2.74	47.1	0.35	6.1	19.3	593	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	F	75	4	4
A084280626	28.7	106	22	88	1.97	96	NA	6.09	1.45	0.32	3.27	NA	131	2.54	48	0.28	9.3	19.9	571	summer	8	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	70	6	2
A084280627	27.8	115	7	88	1.74	83	NA	3.92	1.34	0.34	NA	NA	114	3.2	46.7	0.26	8.1	19.5	571	summer	8	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	70	6	2
A084280786	25.1	134	30	109	1.91	90	19	NA	1.6	0.38	2.49	NA	127	3.01	47.4	0.62	6.8	28.2	543	summer	7	2004	D3.5:G4.4(2) D3.5:C4.4(3)	M	71	4	3
A084280806	31.2	90	25	115	1.82	88	NA	6.87	1.16	0.39	NA	NA	121	3.23	51.9	NA	6.2	26	606	autumn	9	2004	6.14:F2.5(4) 6.14:G2.5(4)	F	78	4	1
A084280829	27.1	80	38	91	2.01	96	20	9.1	1.52	0.59	NA	NA	134	3.04	49	0.15	NA	28.9	571	summer	8	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	71	4	3
A084280832	28	113	16	97	2.04	97	20	10.39	1.45	0.28	2.49	NA	133	2.6	49	0.56	7.6	30.1	557	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	M	72	6	4
A084280842	34.3	121	NA	155	1.87	82	22	10.01	1.08	0.63	2.32	NA	115	4.12	55.6	NA	6.1	22.6	509	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	F	74	6	3
A084280886	32.9	107	23	140	1.9	92	20	11.92	1.06	0.7	NA	NA	125	3.7	51.8	NA	5.7	22.6	509	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	F	72	6	1
A084281011	29.2	99	28	98	2.1	96	19	5.53	1.82	0.25	1.77	NA	128	3.02	50.2	0.52	6.4	24.4	529	summer	7	2004	E4.5:H5.4(2) E4.5:D5.4(3)	F	72	4	2
A084281018	31.2	104	27	114	1.95	93	NA	12.6	0.75	0.35	3.12	NA	126	2.52	52.4	0.1	8.5	18.5	586	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	70	6	5
A084281046	24.4	80	23	73	1.97	98	NA	9.2	1.31	0.32	2.73	NA	134	2.53	44.4	0.45	7.5	28.5	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	M	73	6	2
A084281887	29.9	120	23	95	2.09	92	NA	7.8	1.36	0.47	2.65	NA	126	2.78	50.8	0.29	6.3	21.4	565	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	6	4
A084282637	29.1	126	20	111	1.83	90	NA	5.9	1.38	0.46	2.27	NA	123	3.24	49.5	NA	7.2	22	558	summer	7	2004	D5.5:G5.4(4) D5.5:C2.4(7)	F	72	6	2
A084282869	27.4	104	21	81	1.9	98	19	7.09	1.89	0.43	NA	NA	130	3.54	50.2	0.17	6.9	28.7	522	summer	6	2004	G5.4:B2.3(7) G5.4:F5.3(4)	M	73	4	4
A084283770	29	93	22	55	2.19	93	23	NA	2.78	0.43	1.95	NA	129	4.4	53.8	1.26	5.2	23	530	summer	7	2004	E4.5:H5.4(2) E4.5:D5.4(3)	M	73	5	2
A084284307	30.6	100	16	119	1.91	85	20	12.14	1.37	0.54	NA	NA	118	3.9	52.6	0.45	5.3	18.1	516	summer	6	2004	C2.5:F1.4(5) C2.5:B2.4(4)	F	71	4	4
A084284329	27.1	126	24	120	2.02	93	19	10.7	1.75	0.47	NA	NA	127	3.25	49.7	0.17	5.6	24.2	516	summer	6	2004	B5.4:E4.3(5) B5.4:A4.3(5)	F	72	4	4
A084284333	28.9	98	67	310	1.73	85	17	10.31	1.24	0.4	2.34	NA	118	3.31	47.8	0.29	7.5	17.9	551	summer	7	2004	G4.5:B5.4(4) G4.5:F5.4(4)	F	70	6	2
A084284334	28.9	121	18	102	1.82	86	19	9.77	1.37	0.43	2.16	NA	119	3.25	52.6	0.33	6.3	18.9	522	summer	6	2004	F5.5:A4.4(6) F5.5:E4.4(5)	M	77	6	1
A084284360	28.5	63	25	119	1.91	91	NA	8.93	1.22	0.55	2.34	NA	126	3.34	50.1	0.33	5.7	31.1	572	summer	8	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	72	4	3
A084284365	34.2	138	33	95	2.17	95	21	12.32	1.86	0.69	3.69	NA	134	4.48	59.6	0.5	5.6	32.5	508	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	73	7	3
A084284533	29	83	23	121	1.94	86	NA	6.2	1.55	0.43	2.68	NA	119	3.24	48.2	0.22	6.6	18.6	544	summer	7	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	72	6	1
A084284539	NA	70	NA	263	1.67	96	NA	5.7	1.2	0.48	1.75	8	130	2.14	NA	1.01	5.9	24.2	579	summer	8	2004	6.34:B5.5(1) 6.34:C5.5(1)	M	75	5	1
A084284540	28.4	195	21	95	1.9	98	17	6.5	1.15	0.41	2.34	NA	134	2.17	50.2	0.22	8.7	22.5	564	summer	8	2004	D3.5:G4.4(2) D3.5:C4.4(3)	F	69	6	4
A084284551	30.3	82	32	120	1.9	94	19	11.1	1.8	0.57	2.58	NA	126	4.15	53.3	0.26	7.9	29.5	551	summer	7	2004	G4.5:B5.4(4) G4.5:F5.4(4)	M	69	3	2
A084284561	29.6	122	22	108	1.98	89	19	8.85	1.35	0.53	2.18	NA	123	3.28	54.1	0.51	6.8	23.8	508	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	M	71	4	1
A084284566	26	108	27	62	2.21	100	18	11.77	2.05	0.4	2.39	7.9	136	3.13	45.6	NA	7	29.3	600	autumn	9	2004	6.2:B1.5(8) 6.2:C4.5(3)	M	75	4	1
A084284570	26.7	120	24	62	1.92	99	18	13.72	1.63	0.39	2.07	NA	132	3.04	51.2	0.95	6.5	32.4	544	summer	7	2004	F5.5:A4.4(6) F5.5:E4.4(5)	M	71	6	2
A084284577	27.1	62	21	57	2.12	98	19	11.03	1.64	0.39	NA	NA	133	2.96	47.7	1.22	7.2	32.5	536	summer	7	2004	B1.6:E2.5(3) B1.6:A2.5(2)	M	72	4	1
A084284635	27.7	94	39	114	2.4	98	21	NA	1.73	0.51	NA	NA	136	2.84	47.1	0.98	6.2	25.1	600	autumn	9	2004	6.18:B3.5(4) 6.18:C3.5(5)	M	75	5	1
A084284769	33.2	97	18	94	2.04	94	NA	7.52	1.38	0.33	2.45	NA	130	3.07	53.4	NA	10.8	24.4	572	summer	8	2004	6.36:D5.5(1) 6.36:E5.5(1)	F	73	6	1
A084284777	30.6	132	25	165	1.82	87	NA	6.89	1.74	0.46	2.53	NA	122	4.05	55.8	0.21	8.5	25.1	557	summer	7	2004	H3.5:C5.4(2) H3.5:G1.4(6)	M	71	6	2
A084284804	26.1	106	33	85	1.9	96	18	6.21	2.19	0.49	2.21	NA	129	3.6	46.9	0.51	9.1	24.4	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	M	72	4	2
A084284823	25.4	67	19	61	2	88	NA	13.66	1.55	0.37	2.24	NA	123	2.96	46	1.41	6.2	28.6	600	autumn	9	2004	6.18:B3.5(4) 6.18:C3.5(5)	M	75	5	1
A084284841	31.5	121	25	83	2.21	102	21	7.53	2.35	0.49	3.05	NA	140	3.93	55.6	0.45	6.6	35.7	515	summer	6	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	71	5	2
A084284842	25.5	81	18	44	2.12	94	18	12.3	1.47	0.42	NA	NA	130	2.69	44.2	1.25	7.2	27.4	600	autumn	9	2004	6.18:B3.5(4) 6.18:C3.5(5)	M	75	5	1
A084284848	29.4	173	22	91	1.9	97	NA	10.42	1.45	0.24	2.22	NA	128	2.36	49	0.27	4.7	21.8	579	summer	8	2004	F1.5:A1.4(5) F1.5:E2.4(3)	F	70	2	2
A084284887	24.9	140	18	92	2.08	94	24	11.31	NA	0.39	2.34	NA	129	1.98	44.1	0.32	6.8	19.2	516	summer	6	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	4	3
A084285001	27	117	30	85	1.97	101	18	7.35	2.53	0.46	2.64	NA	137	4.01	50.8	0.25	9	29.2	522	summer	6	2004	G5.4:B2.3(7) G5.4:F5.3(4)	M	73	4	4
A084285035	30	101	15	92	1.84	97	NA	10.13	1.32	0.28	NA	NA	130	2.89	48.7	0.16	7.3	22.5	572	summer	8	2004	6.36:D5.5(1) 6.36:E5.5(1)	F	73	6	1
A084285039	26.2	106	32	61	2.09	102	18	9.45	2.17	0.66	1.92	NA	136	3.63	51	0.48	7.1	26.9	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	M	72	4	2
A084285095	29.3	115	28	119	1.89	92	17	8.52	1.79	0.62	2.27	NA	127	3.88	51.7	NA	7.2	26	557	summer	7	2004	H3.5:C5.4(2) H3.5:G1.4(6)	M	71	6	2
A084285098	29	99	27	129	1.86	93	NA	8.97	1.8	0.68	NA	NA	125	3.71	48	0.13	6.1	20.4	551	summer	7	2004	G4.5:B5.4(4) G4.5:F5.4(4)	F	70	6	2
A084285109	NA	NA	17	NA	1.94	90	NA	10.47	NA	NA	2.01	NA	125	NA	NA	NA	6	19.7	544	summer	7	2004	A1.6:D2.5(2) A1.6:H1.5(4)	F	73	4	1
A084285310	29	164	28	136	2.08	99	NA	6.68	2.68	0.56	NA	NA	135	4.52	54.2	0.67	9	32.8	578	summer	8	2004	6.22:F3.5(3) 6.22:G3.5(3)	M	74	5	1
A084285327	24.5	85	19	86	1.79	94	NA	10.85	1.26	0.27	NA	NA	128	2.73	45	0.28	6.3	26.2	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	M	73	6	2
A084285331	28.2	129	24	60	2.08	99	NA	10.46	2.98	0.55	2.23	NA	135	4.65	51.6	0.9	8.7	26.4	592	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	M	74	5	4
A084285341	26.3	103	40	115	2	101	19	9.47	2.45	NA	2.16	NA	136	4.63	51.7	0.22	6.8	26.8	558	summer	7	2004	UnknownFather2 UnknownMother2	M	72	4	1
A084285514	26.9	102	13	100	1.92	90	NA	5.73	0.83	0.38	NA	NA	123	2.28	48.2	0.25	7.1	20.5	516	summer	6	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	4	3
A084285515	31.6	123	32	88	2.36	109	19	NA	2.4	0.61	2.44	NA	151	4.32	60.3	NA	6.8	33	543	summer	7	2004	C4.5:F4.4(3) C4.5:B5.4(2)	M	72	4	2
A084285530	30.1	85	21	84	1.95	95	NA	5.3	1.49	0.34	2.31	NA	128	2.83	48.7	0.28	9.2	20	571	summer	8	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	70	6	2
