SUBJECT.NAME	Biochem.Albumin	Biochem.ALP	Biochem.ALT	Biochem.AST	Biochem.Calcium	Biochem.Chloride	Biochem.Creatinine	Biochem.Glucose	Biochem.HDL	Biochem.LDL	Biochem.Phosphorous	Biochem.Potassium	Biochem.Sodium	Biochem.Tot.Cholesterol	Biochem.Tot.Protein	Biochem.Triglycerides	Biochem.Urea	EndNormalBW	Date.StudyDay	Date.Season	Date.Month	Date.Year	Family	GENDER	Age	CageDensity	Litter
A067301357	27.9	167	31	92	2.09	96	18	NA	1.48	0.39	2.61	NA	127	2.97	51.3	0.21	4.4	26.2	313	autumn	11	2003	UnknownFather8 UnknownMother8	F	64	4	1
A067301560	32.5	134	19	82	2.12	96	19	9.14	1.72	0.71	2.68	NA	132	4	57	0.48	9.7	24.6	319	winter	12	2003	C2.4:F4.3(2) C2.4:B2.3(3)	M	67	6	1
A067301616	29.1	150	22	94	2.07	98	NA	6.44	1.04	0.37	2.05	NA	135	2.12	47.8	0.34	8.5	20.7	558	summer	7	2004	D5.5:G5.4(4) D5.5:C2.4(7)	F	72	6	2
A067301776	25.4	113	20	85	1.99	96	21	9.18	1.82	0.26	2.87	NA	133	3.14	47.7	0.24	7.8	25	305	autumn	11	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	69	5	3
A067301793	30	169	22	94	2.14	107	NA	7.74	1.29	0.28	2.3	NA	139	2.12	49.3	0.2	8.9	21.4	376	winter	1	2004	E2.4:H3.3(2) E2.4:D4.3(2)	F	71	6	4
A067302041	25.5	131	14	75	1.95	99	21	9.43	1.23	0.32	2.39	NA	131	2.52	46.2	0.74	6.4	20.9	382	winter	2	2004	E5.4:H3.3(6) E5.4:D3.3(6)	M	63	6	1
A067302081	22.9	99	22	64	2	94	22	10.32	2.37	0.51	2.45	9.9	129	3.49	NA	0.74	7.2	26.8	291	autumn	11	2003	A4.3:D1.2(5) A4.3:H5.2(4)	M	67	4	3
A067302541	31.8	102	NA	NA	1.62	86	NA	6.44	0.96	0.41	2.32	NA	115	4.04	55.1	NA	6.5	26.7	354	winter	1	2004	E2.4:H3.3(2) E2.4:D4.3(2)	M	63	6	3
A067302818	30.6	117	17	118	1.89	84	NA	6.72	1.54	0.65	2.78	NA	119	3.85	51.7	0.21	7.8	20.9	NA	NA	NA	NA	G1.5:B5.4(5) G1.5:F5.4(5)	F	71	5	1
A067303053	26.8	170	NA	NA	1.8	92	18	12.16	1.17	0.56	2.27	NA	124	2.87	44.8	NA	9.6	18.6	306	autumn	11	2003	F4.4:A4.3(5) F4.4:E5.3(4)	F	69	5	2
A067303587	27.2	163	39	232	1.88	97	NA	4.64	1.23	0.42	3.37	NA	129	2.56	47.1	0.23	8	22.7	292	autumn	11	2003	E1.4:H1.3(3) E1.4:D2.3(2)	F	68	6	3
A067303813	27.8	116	21	88	2.08	94	19	10.59	1.66	0.32	2.61	NA	130	3.01	50.4	0.74	6.2	26.9	515	summer	6	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	71	6	5
A067303847	30.3	147	22	82	2.16	102	18	10.27	1.67	0.42	2.05	NA	137	3.07	55.1	0.96	7.5	27.4	564	summer	8	2004	F5.5:A4.4(6) F5.5:E4.4(5)	M	69	5	3
A067303857	NA	147	12	102	1.88	84	NA	10.68	1.12	0.43	2.67	NA	120	3.11	44.9	0.1	5.9	17.8	271	autumn	10	2003	A3.4:D4.3(2) A3.4:H4.3(2)	F	65	3	1
A067304542	30.2	164	25	125	2.13	95	19	11.42	1.83	0.38	2.24	NA	131	3.18	50.7	0.2	8.1	18.8	327	winter	12	2003	F5.3:E2.2(6) F5.3:A3.2(5)	F	69	6	3
A067304848	26.2	123	18	88	1.98	85	18	10.03	1.2	0.3	2.8	NA	121	2.58	46.6	0.4	7.1	18.5	299	autumn	11	2003	D4.4:G5.3(3) D4.4:C2.3(5)	F	65	5	1
A067304885	26	142	14	55	2.11	101	22	9.38	1.89	0.22	2.6	NA	139	2.7	46.1	0.43	6.4	29.1	305	autumn	11	2003	A5.3:D1.2(5) A5.3:H3.2(5)	M	69	5	3
A067305066	34.1	146	11	119	1.92	81	19	8.17	2.03	0.72	3.37	NA	111	4.99	58.5	0.15	6.1	24.1	313	autumn	11	2003	C1.4:F1.3(3) C1.4:B4.3(4)	M	64	4	3
A067305333	33.3	235	27	100	2.16	95	18	7.28	1.85	0.67	2.64	NA	132	3.84	56.9	NA	10	20.9	306	autumn	11	2003	E4.3:H4.2(4) E4.3:D3.2(3)	F	70	3	5
A067305352	27.7	71	35	78	1.99	93	22	6.96	2.33	0.6	3.07	NA	130	4.09	NA	0.68	9.7	26.4	291	autumn	11	2003	A4.3:D1.2(5) A4.3:H5.2(4)	M	67	4	3
A067305543	33.9	62	21	162	1.9	89	NA	7.78	1.05	0.6	2.4	NA	121	3.76	54.4	NA	6.9	19	361	winter	1	2004	D4.4:G5.3(3) D4.4:C2.3(5)	F	79	4	2
A067306015	27	40	27	158	2.26	90	NA	11.38	NA	NA	3.28	NA	125	NA	57.2	NA	NA	28.7	494	spring	5	2004	A2.5:D2.4(4) A2.5:H3.4(2)	M	71	4	3
A067306302	27.6	162	11	109	1.78	85	18	6.3	0.88	0.35	NA	NA	119	2.54	48.5	NA	6.9	19.1	390	winter	2	2004	E2.4:H3.3(2) E2.4:D4.3(2)	F	64	4	5
A067306338	33.9	143	36	216	1.97	90	18	8.15	1.4	0.37	2.72	NA	125	3.83	57.6	NA	8.1	26.8	333	winter	12	2003	A5.4:D4.3(5) A5.4:H1.3(6)	M	67	6	1
A067306375	27.7	140	23	110	1.95	91	19	5.97	1.14	0.32	NA	NA	138	2.48	48.8	0.35	8.1	21	299	autumn	11	2003	D2.4:G3.3(3) D2.4:C2.3(3)	F	64	7	2
A067306376	NA	149	15	111	2.27	102	19	8.54	2.13	0.31	2.32	NA	142	3.39	59.8	0.26	8.1	20.5	327	winter	12	2003	H5.3:C2.2(6) H5.3:G5.2(4)	F	64	6	6
A067306573	27.9	118	10	54	2.32	107	23	7.47	1.7	0.43	2.57	9.3	148	2.57	NA	0.43	6.6	24.4	278	autumn	10	2003	C4.3:F5.2(4) C4.3:B2.2(4)	F	64	5	3
A067306625	29.5	67	41	100	2.08	97	23	11.02	NA	0.46	NA	NA	132	NA	53.2	0.77	7.5	27.7	501	summer	6	2004	G4.5:B5.4(4) G4.5:F5.4(4)	M	76	5	1
A067306626	28.9	126	27	69	2.27	106	24	9.26	2.03	0.45	2.76	NA	141	3.48	50.5	0.84	8.6	27.4	305	autumn	11	2003	G5.3:B2.2(5) G5.3:F2.2(7)	M	65	6	6
A067306825	27.8	160	16	70	1.94	94	19	11.93	1.18	0.36	NA	NA	128	2.31	47.1	0.32	6.4	25.7	495	spring	5	2004	B4.5:E2.4(6) B4.5:A5.4(2)	F	71	4	1
A067307590	29.2	100	16	134	1.87	91	NA	8.68	NA	0.27	2.77	NA	124	2.48	47.4	NA	6	18	439	spring	4	2004	UnknownFather1 UnknownMother1	F	64	5	1
A067308778	30.6	70	28	125	2.02	97	21	7.44	1.96	0.45	2.63	NA	131	4.28	54.8	0.42	8.5	28.3	501	summer	6	2004	G4.5:B5.4(4) G4.5:F5.4(4)	M	76	5	1
A067308813	27.3	228	49	312	2.05	93	17	10.79	1.23	0.61	3.03	NA	126	2.8	47	0.13	8.4	19.4	418	spring	3	2004	H1.5:C4.4(1) H1.5:G2.4(3)	F	65	4	1
A067309299	30.5	95	21	120	1.96	95	NA	6.96	1.61	0.3	2.08	NA	130	2.98	51.9	0.25	7	23.4	361	winter	1	2004	H1.4:C2.3(2) H1.4:G1.3(2)	F	83	4	4
A067309323	26.6	75	7	116	1.74	79	NA	5.22	1.3	0.5	2.57	NA	112	3.65	47.4	0.13	6.7	24.9	333	winter	12	2003	G5.4:B2.3(7) G5.4:F5.3(4)	M	63	3	1
A067309526	27.1	103	20	79	2.12	96	17	9.67	1.69	0.36	NA	NA	133	3.09	NA	0.38	7.2	25.4	403	winter	2	2004	B1.5:E1.4(4) B1.5:A1.4(5)	M	63	4	1
A067310358	25.9	149	26	72	1.95	97	18	6.32	1.43	0.2	2.73	NA	134	2.45	47.1	0.39	6.2	28.2	494	spring	5	2004	B4.5:E2.4(6) B4.5:A5.4(2)	M	70	4	1
A067310562	NA	127	15	94	2.17	92	NA	6.11	1.2	0.3	NA	NA	127	2.33	47.3	0.27	7.5	21.3	271	autumn	10	2003	D3.3:G3.2(3) D3.3:C1.2(5)	F	66	4	1
A067310570	26.3	113	64	113	1.96	96	21	6.45	1.72	0.59	2.55	NA	134	3.34	NA	0.67	12.9	25.5	291	autumn	11	2003	G4.3:B5.2(3) G4.3:F2.2(3)	M	67	5	7
A067311005	28.7	111	17	115	1.97	92	22	11.01	1.72	0.37	2.08	NA	125	3.61	48.8	0.41	7.6	21.7	383	winter	2	2004	B5.4:E4.3(5) B5.4:A4.3(5)	F	64	5	2
A067311866	29.3	156	NA	NA	2.01	97	18	5.01	1.49	0.53	3.1	NA	135	2.71	47.4	0.26	11.1	20.4	250	autumn	9	2003	C1.4:F1.3(3) C1.4:B4.3(4)	F	66	4	2
A067313019	31.2	81	26	108	1.98	95	NA	7.62	2.57	0.61	2.26	NA	128	4.99	58.5	0.1	7.9	31.7	466	spring	4	2004	C5.4:F5.3(3) C5.4:B4.3(7)	M	71	6	1
A067316112	29.3	154	13	100	2.06	95	17	7.97	1.51	0.43	2.44	9.2	130	2.98	50.8	0.12	7.2	22.3	404	winter	2	2004	B4.4:E4.3(4) B4.4:A3.3(3)	F	66	4	1
A067317335	26.7	67	30	90	2.18	102	17	9.22	1.82	0.5	2.32	NA	141	3.3	51	0.67	6.6	28.2	452	spring	4	2004	H3.4:C2.3(4) H3.4:G3.3(4)	M	71	5	4
A067320280	24.7	137	16	70	1.96	95	NA	7.8	1.36	0.32	2.77	NA	131	2.37	47.1	0.55	6.6	23.3	431	spring	3	2004	G2.5:B1.4(4) G2.5:F4.4(2)	M	63	6	2
A067320288	23.9	163	86	241	1.93	97	NA	6.58	1.81	0.44	2.29	NA	133	2.9	44.9	0.72	7.7	25.9	466	spring	4	2004	C4.5:F4.4(3) C4.5:B5.4(2)	M	70	4	1
A067320841	33.8	148	39	132	2.36	107	23	6.72	2.52	0.59	2.97	NA	144	3.91	58.8	0.38	11.3	25.4	256	autumn	10	2003	F3.3:A2.2(5) F3.3:E1.2(4)	M	66	6	3
A067320889	30.2	126	18	99	2.01	90	21	11.98	NA	0.41	NA	NA	125	3.88	53.8	0.23	7.5	28.4	411	spring	3	2004	F1.5:A1.4(5) F1.5:E2.4(3)	M	66	4	1
A083559041	30.3	122	15	111	1.9	88	19	6.42	1.56	0.31	NA	NA	123	3.18	51.2	0.25	7.4	22.6	529	summer	7	2004	E2.5:H2.4(3) E2.5:D3.4(5)	F	71	4	NA
A083564373	26.5	109	24	105	2.03	89	NA	6.41	1.48	0.3	2.23	NA	125	2.8	46	0.45	5.5	18.1	544	summer	7	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	72	6	1
A083568891	28.2	169	19	72	2.12	95	NA	6	1.72	0.48	NA	NA	129	2.91	49.5	0.34	8.7	23.2	537	summer	7	2004	H4.5:C5.4(3) H4.5:G4.4(3)	F	73	4	2
A083583043	32.2	144	15	129	1.88	89	NA	6.08	1.62	0.63	2.46	NA	120	3.8	56.4	0.13	7.2	21.4	537	summer	7	2004	H4.5:C5.4(3) H4.5:G4.4(3)	F	73	4	2
A083583091	26.6	96	19	74	2	92	NA	7.92	1.31	0.47	2.47	NA	125	2.64	45.1	0.13	8.7	21.3	544	summer	7	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	72	6	1
A083583382	21.4	40	41	401	1.51	88	NA	3.52	0.93	NA	3.01	NA	117	2.04	NA	0.28	6.3	21.3	NA	NA	NA	NA	E2.5:H2.4(3) E2.5:D3.4(3)	F	71	4	3
A083584019	NA	97	18	NA	1.91	90	19	11.44	NA	NA	1.96	NA	128	NA	51.1	NA	8.1	24.3	529	summer	7	2004	E2.5:H2.4(3) E2.5:D3.4(5)	F	71	4	NA
A083595329	28.6	170	16	88	1.94	93	17	6.11	1.56	0.62	2.47	NA	128	3.09	51.6	0.2	7.3	23.6	537	summer	7	2004	H4.5:C5.4(3) H4.5:G4.4(3)	F	73	4	2
A083609520	28.8	87	21	134	1.76	83	NA	4.81	1.01	0.4	2.39	NA	114	3.25	49	NA	7	20.2	544	summer	7	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	72	6	1
A083611550	31.2	107	19	95	2.18	92	18	9.37	1.53	0.36	2.18	NA	125	2.91	53.6	0.29	6.2	22.6	529	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	F	72	4	2
A083611594	28.9	87	15	113	1.97	89	18	7.11	1.47	0.31	2.57	NA	124	2.89	48.7	0.15	8.7	21.9	529	summer	7	2004	E2.5:H2.4(3) E2.5:D3.4(5)	F	71	4	NA
A084121087	27.4	115	69	117	1.91	97	17	11.45	1.7	0.65	1.78	NA	129	3.21	46.5	0.37	11.2	21.2	516	summer	6	2004	B5.4:E4.3(5) B5.4:A4.3(5)	F	72	4	4
A084124115	34.9	100	NA	NA	1.94	90	NA	6.26	1.06	0.54	3.3	NA	124	4.11	57.3	NA	8	21	585	summer	8	2004	E5.5:H5.4(3) E5.5:D5.4(5)	F	71	5	1
A084124302	25.5	58	60	158	1.99	101	NA	8.42	1.74	0.7	1.68	NA	134	3.33	48.9	0.65	7	25.4	579	summer	8	2004	6.34:B5.5(1) 6.34:C5.5(1)	M	75	5	1
A084124373	31.5	116	13	111	1.78	82	NA	6.12	0.9	0.45	3.1	NA	112	3.21	51.9	NA	5	20.7	565	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	6	4
A084124622	31.7	166	30	103	2.41	101	25	NA	NA	NA	2.94	NA	128	2.57	52.7	NA	6.7	20.7	516	summer	6	2004	C2.5:F1.4(5) C2.5:B2.4(4)	F	71	4	4
A084124633	26.5	125	NA	308	1.69	87	NA	11.88	1.48	0.5	2.28	NA	119	3.43	48	0.51	8.5	30.4	557	summer	7	2004	H3.5:C5.4(2) H3.5:G1.4(6)	M	71	6	2
A084124855	28.5	131	16	84	2.03	88	NA	6.63	1.12	0.39	2.96	NA	121	2.54	47.9	0.27	9.3	24	606	autumn	9	2004	6.17:A3.5(4) 6.17:B3.5(4)	F	78	6	1
A084124895	27.9	117	28	78	1.94	92	17	12.18	1.72	0.48	NA	NA	128	3.46	50.8	NA	7.8	31.7	543	summer	7	2004	C4.5:F4.4(3) C4.5:B5.4(2)	M	72	4	2
A084125270	26.5	116	25	73	2.05	92	17	8.14	1.29	0.42	2.53	NA	127	2.62	48	1.18	7.8	25.5	571	summer	8	2004	6.5:E1.5(6) 6.5:F1.5(6)	M	74	6	1
A084125374	24.9	94	21	82	1.85	95	19	6.87	1.67	0.29	2	NA	128	3.02	45.3	0.73	6.9	31.3	515	summer	6	2004	A4.5:D3.4(4) A4.5:H3.4(4)	M	70	4	1
A084125523	29.3	119	20	100	1.88	98	NA	8.95	2.33	0.39	2.55	NA	130	4	51.7	1.36	7.2	27.4	578	summer	8	2004	6.6:F1.5(6) 6.6:G1.5(1)	M	74	5	1
A084125534	28.1	116	13	99	1.86	88	18	12.09	1.29	0.38	2.09	NA	121	3.09	48.4	0.7	8.7	24	537	summer	7	2004	B5.5:E3.4(3) B5.5:A5.4(3)	M	70	6	NA
A084125547	31.1	90	26	129	1.97	83	NA	6.17	0.81	0.53	NA	NA	112	2.87	47.5	0.15	7.5	23.1	606	autumn	9	2004	6.17:A3.5(4) 6.17:B3.5(4)	F	78	6	1
A084125622	27.1	84	25	78	2.1	91	23	12.3	2.64	0.46	NA	NA	128	4.09	52.5	0.57	6.5	26.9	530	summer	7	2004	E2.5:H2.4(3) E2.5:D3.4(3)	M	72	5	3
A084125819	28.6	96	19	80	1.89	91	19	9.85	1.81	0.38	2.34	NA	122	3.67	50.1	0.33	7.1	26.7	501	summer	6	2004	H4.5:C5.4(3) H4.5:G4.4(3)	M	77	5	1
A084125831	23.9	93	16	240	1.78	86	18	11.6	1.28	0.29	2.21	NA	119	2.41	41.7	0.52	5.6	22.9	551	summer	7	2004	B3.5:E4.4(2) B3.5:A3.4(4)	F	70	6	4
A084126009	28	141	14	88	1.94	100	NA	8.64	1.54	0.41	2.71	NA	136	3.14	50.3	0.41	8.4	30.5	600	autumn	9	2004	6.2:B1.5(8) 6.2:C4.5(3)	M	75	4	1
A084126070	26.9	69	22	66	2.03	101	18	12.15	1.33	0.42	2.39	NA	132	2.85	48.9	0.86	7.1	31.5	544	summer	7	2004	F5.5:A4.4(6) F5.5:E4.4(5)	M	71	6	2
A084126082	26.9	120	13	88	1.78	84	19	7.2	1.33	0.31	NA	NA	116	3.1	46.8	0.6	7	22.2	530	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	M	71	5	3
A084126103	31	122	24	189	1.88	95	23	10.69	1.83	0.47	2.97	NA	128	4.18	54.1	0.39	6.4	30.2	508	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	73	7	3
A084126106	24.6	109	NA	NA	1.97	100	21	9.95	1.15	0.41	NA	NA	136	2.41	45.1	0.34	11.3	27.4	515	summer	6	2004	A4.5:D3.4(4) A4.5:H3.4(4)	M	70	4	1
A084126126	32.1	85	23	110	1.89	96	NA	12.56	2.58	0.52	NA	NA	131	4.89	56.7	1.05	6.5	30.1	578	summer	8	2004	6.6:F1.5(6) 6.6:G1.5(1)	M	74	5	1
A084126258	24.9	146	22	83	1.87	95	21	8.79	1.34	0.32	2.38	NA	131	2.62	47.6	0.52	6	31.6	522	summer	6	2004	B4.5:E2.4(6) B4.5:A5.4(2)	M	73	4	2
A084126295	25.9	103	66	294	2.03	97	21	12.1	NA	0.45	2.87	NA	133	3.13	47.7	0.69	7.5	31.4	508	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	73	7	3
A084126319	27.5	81	38	113	2.01	91	21	10.9	1.86	0.32	1.8	NA	125	3.28	49.4	0.65	6.6	29.9	530	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	M	71	5	3
A084126325	27.8	107	15	76	1.99	95	18	9.04	0.96	0.34	2.6	NA	131	2.05	45.2	0.17	7.4	22.8	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	M	73	4	2
A084126369	25.7	52	18	77	2	86	22	9.24	1.49	0.3	NA	NA	118	2.83	48.7	0.66	6	26.1	530	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	M	71	5	3
A084126374	25.5	118	NA	NA	2.03	88	20	13.37	1.9	0.53	3.44	NA	125	3.61	46.3	0.61	7.2	28.5	572	summer	8	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	72	4	3
A084126549	29.2	141	17	68	1.94	100	NA	10.34	1.48	0.48	NA	NA	131	3.25	52	0.29	6.5	26.8	578	summer	8	2004	6.13:E2.5(4) 6.13:F2.5(4)	M	74	5	1
A084126554	23.6	79	24	107	1.68	87	NA	9.51	0.79	0.29	1.97	NA	120	2.42	40.6	0.61	8	23	606	autumn	9	2004	6.38:F5.5(1) 6.38:G5.5(1)	M	83	6	1
A084126577	27.6	134	34	71	1.99	97	NA	8.65	1.5	NA	2.92	NA	132	2.41	47.3	0.49	7.1	28.6	606	autumn	9	2004	6.2:B1.5(8) 6.2:C4.5(3)	M	75	4	1
A084126609	34.3	156	17	61	NA	111	27	NA	NA	0.72	2.54	NA	NA	5	NA	1.08	10.9	34.7	508	summer	6	2004	C3.5:F3.4(3) C3.5:B4.4(2)	M	70	5	2
A084126630	25.8	77	27	122	1.85	92	NA	11.32	1.11	0.52	2.3	NA	126	2.95	47.1	0.21	7.5	27.3	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	M	73	6	2
A084126634	27.9	104	25	93	2.15	103	21	8.9	2.08	0.47	2.67	NA	139	3.4	49.4	0.37	11.1	27.7	501	summer	6	2004	H2.5:C3.4(3) H2.5:G4.4(2)	M	76	6	2
A084126638	29.1	120	19	73	2	94	17	11.08	2.12	0.41	2.57	NA	130	3.62	50.8	0.72	6.8	25.8	578	summer	8	2004	6.6:F1.5(6) 6.6:G1.5(1)	M	74	5	1
A084126773	26.6	107	21	77	2	97	18	5.82	1.76	0.35	2.78	NA	134	3.12	49.9	0.66	6.5	34.3	515	summer	6	2004	A5.5:D5.4(3) A5.5:H4.4(4)	M	71	5	2
A084126777	24	54	30	NA	1.62	85	NA	6.9	NA	0.44	NA	NA	115	2.49	38.2	0.12	6.5	23.2	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	F	73	4	2
A084126810	26.5	96	23	94	1.97	92	22	6.61	1.76	0.56	NA	NA	125	3.68	49.9	0.43	9.2	26.6	515	summer	6	2004	H4.4:C2.3(5) H4.4:G3.3(7)	M	71	6	5
A084126813	24.5	83	23	76	1.9	94	19	7.29	1.79	0.34	1.89	NA	129	3.1	48	0.76	7.5	28.4	536	summer	7	2004	F5.4:A4.3(6) F5.4:E5.3(5)	M	72	4	2
A084126850	28.4	88	19	91	1.96	92	21	13.04	1.64	0.42	2.42	NA	126	3.3	50.1	0.24	8.8	24.6	585	summer	8	2004	E5.5:H5.4(3) E5.5:D5.4(5)	M	71	4	1
A084126878	29.3	115	NA	140	1.65	81	NA	8.99	1.36	0.46	2.44	NA	115	3.85	49.9	NA	7.9	23.7	557	summer	7	2004	H3.5:C5.4(2) H3.5:G1.4(6)	M	71	6	2
A084127001	29.1	79	42	120	2.1	98	24	10.92	1.68	0.73	NA	NA	133	3.64	56.1	0.97	7.2	26.9	508	summer	6	2004	B5.5:E3.4(5) B5.5:A5.4(3)	M	71	4	1
A084127009	25.8	94	22	96	1.94	88	18	13.31	1.07	0.46	2.1	NA	122	2.47	45.9	0.21	4.9	20.9	516	summer	6	2004	F2.5:A4.4(2) F2.5:E2.4(4)	F	71	4	2
A084127010	28.2	100	15	83	1.84	93	NA	8.98	1.32	0.21	1.86	NA	126	2.5	47.5	0.34	5.6	22.4	572	summer	8	2004	6.36:D5.5(1) 6.36:E5.5(1)	F	73	6	1
A084127030	24.1	93	88	209	2.12	102	21	9.04	1.47	0.43	2.98	NA	140	2.55	44.9	0.62	8.7	30.1	515	summer	6	2004	A4.5:D3.4(4) A4.5:H3.4(4)	M	70	4	1
A084127033	31.8	89	26	112	1.84	92	NA	5.4	1.31	0.43	2.75	NA	125	3.13	51.3	0.14	8.7	19.9	571	summer	8	2004	G5.5:B5.4(5) G5.5:F4.4(6)	F	70	6	2
A084127034	32.5	133	27	90	2.09	96	NA	9.77	1.7	0.43	NA	NA	132	3.19	57.2	0.5	8.6	25.9	592	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	M	74	5	4
A084127035	28.3	74	22	129	1.85	93	19	10.52	1.83	0.32	2.11	NA	128	3.45	49.7	0.81	5.1	34	557	summer	7	2004	H5.4:C5.3(7) H5.4:G5.3(5)	M	72	6	4
A084127041	24.9	85	92	291	1.97	97	18	12.93	1.21	0.46	2.05	NA	134	2.42	44.8	0.64	8.3	27.6	593	autumn	9	2004	A3.5:D2.4(5) A3.5:H3.4(3)	M	73	6	2
A084127047	28.1	116	24	81	2.01	94	19	11.01	1.93	0.64	2.38	NA	131	3.66	52.3	0.26	8	28.7	551	summer	7	2004	D1.5:G1.4(3) D1.5:C5.4(6)	F	69	4	NA
A084127055	30.5	131	17	106	1.8	85	NA	9.66	1	0.57	NA	NA	119	2.97	51.3	0.14	6.5	23.7	543	summer	7	2004	F5.5:A4.4(6) F5.5:E4.4(5)	F	71	4	2
A084127065	29.7	70	27	110	1.86	91	NA	6.54	2.17	0.48	NA	NA	125	4.15	53.2	0.23	8.2	28.5	551	summer	7	2004	D1.5:G1.4(3) D1.5:C5.4(6)	F	69	4	NA
A084127067	27	72	28	86	1.87	95	NA	9	2.06	0.4	2.28	NA	129	3.66	50.2	0.14	7.9	26.7	592	autumn	9	2004	H5.5:C4.4(7) H5.5:G5.4(6)	M	72	4	2
A084127079	25.9	103	24	66	2.01	90	18	12.62	1.7	0.54	2.05	NA	127	3.24	47.4	0.59	6.1	32.4	572	summer	8	2004	C2.5:F1.4(5) C2.5:B2.4(4)	M	72	6	5
A084127091	24.9	63	25	63	1.96	92	19	6.8	1.77	0.48	NA	NA	129	3.22	50.1	0.45	6.8	28.7	571	summer	8	2004	6.5:E1.5(6) 6.5:F1.5(6)	M	74	6	1
A084127094	25	150	15	64	1.77	89	NA	8.38	1.02	0.74	NA	NA	120	2.48	43.6	NA	7.5	19.4	593	autumn	9	2004	G1.5:B5.4(5) G1.5:F5.4(5)	F	75	4	4
A084127102	25.7	134	18	78	2.04	90	NA	13.58	1.18	0.28	2.07	NA	124	2.57	47	0.76	7.5	24.6	537	summer	7	2004	B5.5:E3.4(3) B5.5:A5.4(3)	M	70	6	NA
A084127110	30.4	132	34	197	1.91	97	NA	7.85	1.73	0.49	2.27	NA	128	3.16	53.2	0.17	8.4	22.2	579	summer	8	2004	UnknownFather2 UnknownMother2	F	71	5	2
A084127121	29.1	111	21	93	1.87	96	NA	5.78	1.06	0.37	NA	NA	128	2.4	47.3	0.17	8.2	24.4	606	autumn	9	2004	6.17:A3.5(4) 6.17:B3.5(4)	F	78	6	1
A084127262	26.5	107	20	70	1.86	91	NA	12.19	1.19	0.35	2.34	NA	123	2.6	46.9	0.78	5.5	25.8	544	summer	7	2004	F5.5:A4.4(6) F5.5:E4.4(5)	M	71	6	2
A084127285	30.8	80	22	133	1.9	89	18	3.81	1.58	0.5	2.89	NA	124	3.74	51.2	0.1	7.3	22.8	537	summer	7	2004	E3.5:H4.4(2) E3.5:D3.4(4)	F	71	6	2
A084127286	25.7	99	23	97	1.99	96	NA	4.94	1.92	0.5	1.89	NA	130	3.6	47.3	0.77	9.1	26.4	NA	NA	NA	NA	6.30:F4.5(1) 6.30:G4.5(1)	M	71	5	1
A084127294	32.3	120	31	87	2.33	104	21	8.4	2.5	0.63	NA	NA	144	4.29	58	0.7	9.8	25.7	NA	NA	NA	NA	H2.5:C3.4(3) H2.5:G4.4(2)	M	76	6	2
A084127295	31.8	87	22	120	2.21	89	NA	10.06	0.81	0.41	3.23	NA	123	2.68	53.5	NA	6.5	20.4	516	summer	6	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	4	3
A084127367	25.6	115	17	48	2.15	95	21	12.88	2.1	0.37	NA	NA	130	3.19	48.5	1.21	7.4	27.5	529	summer	7	2004	G1.5:B5.4(5) G1.5:F5.4(5)	M	70	4	2
A084127379	30.5	160	30	84	2.13	100	24	12.09	1.81	0.47	2.09	NA	134	3.21	54.7	0.31	8.4	25.4	501	summer	6	2004	H4.5:C5.4(3) H4.5:G4.4(3)	M	77	5	1
A084127515	24.3	59	17	86	1.76	88	18	4.51	1.57	0.29	3.08	NA	119	3.1	43.9	0.28	7.2	27.2	536	summer	7	2004	E3.5:H4.4(2) E3.5:D3.4(4)	M	70	4	2
A084127585	25.8	97	39	108	1.95	90	NA	13.45	1	0.44	2.66	NA	126	3.12	47.3	NA	5.3	23	606	autumn	9	2004	6.17:A3.5(4) 6.17:B3.5(4)	M	79	5	1
A084127597	28.4	172	41	76	2.46	108	20	8.9	1.87	0.55	2.72	7.8	147	2.96	51.8	0.82	5.1	25.3	586	summer	8	2004	F3.5:A4.4(3) F3.5:E4.4(3)	F	71	5	5
A084127598	30	176	17	84	2	97	20	11.14	1.52	0.42	1.98	NA	134	3.31	52.3	0.42	7.3	20.1	508	summer	6	2004	D5.4:G2.3(4) D5.4:C4.3(4)	M	73	7	3
